Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,11.5,1.86,1.81
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,12.5,2.04,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,9.5,1.48,2.22
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,13.5,2.23,1.48
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,8.5,1.34,2.65
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,14.5,2.56,1.36
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS+REBOUNDS,4.5,1.67,2.03
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS,1.5,1.66,2.05
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,6.5,1.83,1.84
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,7.5,1.92,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,4.5,1.35,2.61
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,8.5,2.17,1.51
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,3.5,1.29,2.85
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,9.5,2.65,1.34
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,REBOUNDS,2.5,2.02,1.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,THREESMADE,1.5,1.69,2.01
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+REBOUNDS,9.5,1.86,1.81
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+REBOUNDS,10.5,2.05,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+ASSISTS,7.5,1.79,1.88
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+ASSISTS,8.5,1.97,1.62
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,10.5,1.89,1.78
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,11.5,2.07,1.56
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,8.5,1.53,2.13
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,12.5,2.29,1.45
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,7.5,1.37,2.52
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,13.5,2.65,1.34
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,ASSISTS+REBOUNDS,3.5,2.08,1.64
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,ASSISTS,0.5,1.64,2.08
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,29.5,1.81,1.86
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,30.5,1.91,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,27.5,1.55,2.08
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,31.5,2.08,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,26.5,1.44,2.32
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,32.5,2.2,1.49
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,25.5,1.35,2.59
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,33.5,2.42,1.4
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,24.5,1.28,2.9
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,34.5,2.69,1.33
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,REBOUNDS,3.5,1.59,2.17
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,THREESMADE,1.5,1.96,1.73
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,33.5,1.79,1.88
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,34.5,1.88,1.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,31.5,1.56,2.06
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,35.5,2.05,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,36.5,2.15,1.52
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+ASSISTS,36.5,1.87,1.8
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+ASSISTS,37.5,1.96,1.63
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+ASSISTS,34.5,1.56,2.07
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+ASSISTS,38.5,2.06,1.56
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,40.5,1.85,1.82
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,41.5,1.92,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,38.5,1.56,2.07
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,42.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,37.5,1.51,2.17
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,43.5,2.2,1.49
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,36.5,1.42,2.39
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,44.5,2.41,1.41
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,35.5,1.33,2.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,PRA,45.5,2.66,1.34
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,ASSISTS+REBOUNDS,10.5,1.83,1.84
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,ASSISTS+REBOUNDS,11.5,2.12,1.53
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,ASSISTS,6.5,1.89,1.78
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,ASSISTS,7.5,2.32,1.44
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS,8.5,2.04,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS,9.5,2.1,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS,6.5,1.53,2.13
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS,10.5,2.62,1.35
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS,5.5,1.29,2.88
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,REBOUNDS,9.5,1.81,1.86
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,REBOUNDS,10.5,2.08,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,REBOUNDS,7.5,1.36,2.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,REBOUNDS,11.5,2.46,1.39
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS+REBOUNDS,17.5,1.76,1.91
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS+REBOUNDS,18.5,1.88,1.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS+REBOUNDS,19.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS+ASSISTS,10.5,1.86,1.81
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,POINTS+ASSISTS,11.5,2.06,1.56
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,20.5,1.87,1.8
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,21.5,1.98,1.61
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,18.5,1.54,2.1
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,22.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,17.5,1.46,2.26
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,23.5,2.35,1.43
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,16.5,1.37,2.53
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,PRA,24.5,2.65,1.34
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,ASSISTS+REBOUNDS,11.5,1.71,1.98
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,ASSISTS+REBOUNDS,12.5,1.92,1.65
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,ASSISTS+REBOUNDS,13.5,2.17,1.51
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Isaiah Hartenstein,Oklahoma City Thunder,ASSISTS,2.5,2.16,1.6
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,16.5,1.86,1.81
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,17.5,1.99,1.61
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,14.5,1.54,2.11
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,18.5,2.18,1.5
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,13.5,1.41,2.42
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,19.5,2.49,1.38
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,12.5,1.3,2.82
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS,20.5,2.87,1.29
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,REBOUNDS,8.5,1.65,2.06
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,REBOUNDS,9.5,1.96,1.63
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,REBOUNDS,10.5,2.39,1.42
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,THREESMADE,1.5,2.25,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+REBOUNDS,25.5,1.82,1.85
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+REBOUNDS,26.5,1.92,1.65
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+REBOUNDS,23.5,1.55,2.08
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+REBOUNDS,27.5,2.11,1.53
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+ASSISTS,17.5,1.76,1.92
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+ASSISTS,18.5,1.88,1.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,POINTS+ASSISTS,19.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,27.5,1.89,1.79
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,28.5,2.0,1.6
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,25.5,1.57,2.06
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,29.5,2.11,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,24.5,1.49,2.19
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,30.5,2.34,1.43
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,23.5,1.4,2.44
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,31.5,2.61,1.35
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,PRA,22.5,1.32,2.73
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,ASSISTS+REBOUNDS,10.5,1.82,1.85
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,ASSISTS+REBOUNDS,11.5,2.07,1.56
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Chet Holmgren,Oklahoma City Thunder,ASSISTS,1.5,2.03,1.67
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,12.5,1.76,1.92
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,13.5,1.92,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,10.5,1.45,2.3
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,14.5,2.06,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,9.5,1.33,2.7
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,15.5,2.33,1.44
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS,16.5,2.68,1.33
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,REBOUNDS,2.5,1.56,2.23
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,THREESMADE,1.5,2.62,1.41
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+REBOUNDS,16.5,1.92,1.76
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+REBOUNDS,17.5,2.05,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+REBOUNDS,14.5,1.54,2.1
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+ASSISTS,16.5,1.92,1.76
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+ASSISTS,17.5,2.04,1.58
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,POINTS+ASSISTS,14.5,1.53,2.11
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,19.5,1.86,1.81
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,20.5,1.97,1.62
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,17.5,1.53,2.12
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,21.5,2.1,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,16.5,1.46,2.28
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,22.5,2.34,1.43
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,15.5,1.35,2.59
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,PRA,23.5,2.62,1.35
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,ASSISTS+REBOUNDS,6.5,2.01,1.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Ajay Mitchell,Oklahoma City Thunder,ASSISTS,3.5,2.24,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS,7.5,1.95,1.73
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS,8.5,2.14,1.52
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS,5.5,1.5,2.18
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS,9.5,2.5,1.38
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS,4.5,1.31,2.76
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,REBOUNDS,2.5,1.91,1.76
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,REBOUNDS,3.5,2.74,1.32
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,THREESMADE,1.5,2.62,1.41
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+REBOUNDS,9.5,1.79,1.89
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+REBOUNDS,10.5,1.95,1.63
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+REBOUNDS,11.5,2.17,1.51
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+ASSISTS,9.5,1.99,1.7
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+ASSISTS,10.5,2.11,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,POINTS+ASSISTS,7.5,1.51,2.16
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,11.5,1.79,1.88
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,12.5,1.95,1.64
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,9.5,1.45,2.31
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,13.5,2.15,1.52
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,8.5,1.32,2.72
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,PRA,14.5,2.46,1.39
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,ASSISTS+REBOUNDS,4.5,1.97,1.72
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Cason Wallace,Oklahoma City Thunder,ASSISTS,1.5,1.68,2.02
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,14.5,1.8,1.88
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,15.5,1.93,1.64
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,12.5,1.46,2.27
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,16.5,2.11,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,11.5,1.33,2.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,17.5,2.39,1.42
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS,18.5,2.74,1.32
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,REBOUNDS,3.5,1.67,2.03
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,THREESMADE,0.5,1.57,2.2
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+REBOUNDS,18.5,1.78,1.9
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+REBOUNDS,19.5,1.91,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+REBOUNDS,16.5,1.5,2.18
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+REBOUNDS,20.5,2.11,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+ASSISTS,19.5,1.84,1.83
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+ASSISTS,20.5,1.95,1.64
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+ASSISTS,17.5,1.52,2.14
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,POINTS+ASSISTS,21.5,2.11,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,23.5,1.82,1.85
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,24.5,1.93,1.65
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,21.5,1.54,2.11
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,25.5,2.06,1.56
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,20.5,1.42,2.39
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,26.5,2.29,1.45
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,19.5,1.33,2.67
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,PRA,27.5,2.55,1.37
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,ASSISTS+REBOUNDS,8.5,1.87,1.8
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,ASSISTS+REBOUNDS,9.5,2.15,1.52
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,ASSISTS,4.5,1.82,1.85
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Jalen Williams,Oklahoma City Thunder,ASSISTS,5.5,2.38,1.42
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Stephon Castle,San Antonio Spurs,POINTS,16.5,1.86,1.81
